timestamp_abs,elapsed_s,gpu_id,temperature,power,clock_graphics
1769083261.1150084,9548.222411870956,1,54.0,42.08,1590.0
1769083261.1150084,9548.222411870956,2,57.0,43.59,1590.0
1769083261.1150084,9548.222411870956,3,58.0,44.56,1590.0
1769083262.691705,9549.799108505249,0,55.0,43.51,1590.0
1769083262.691705,9549.799108505249,1,54.0,42.57,1590.0
1769083262.691705,9549.799108505249,2,57.0,44.94,1590.0
1769083262.691705,9549.799108505249,3,58.0,44.46,1590.0
1769083264.312911,9551.4203145504,0,55.0,45.07,1590.0
1769083264.312911,9551.4203145504,1,54.0,44.19,1590.0
1769083264.312911,9551.4203145504,2,57.0,43.59,1590.0
1769083264.312911,9551.4203145504,3,58.0,45.82,1590.0
1769083265.872076,9552.979479551315,0,55.0,43.32,1590.0
1769083265.872076,9552.979479551315,1,54.0,42.08,1590.0
1769083265.872076,9552.979479551315,2,57.0,44.65,1590.0
1769083265.872076,9552.979479551315,3,58.0,45.82,1590.0
1769083267.4361389,9554.543542385101,0,55.0,43.64,1590.0
1769083267.4361389,9554.543542385101,1,54.0,42.28,1590.0
1769083267.4361389,9554.543542385101,2,57.0,44.85,1590.0
1769083267.4361389,9554.543542385101,3,58.0,45.82,1590.0
1769083269.1230752,9556.23047876358,0,55.0,43.83,1590.0
1769083269.1230752,9556.23047876358,1,54.0,42.08,1590.0
1769083269.1230752,9556.23047876358,2,57.0,44.63,1590.0
1769083269.1230752,9556.23047876358,3,58.0,44.56,1590.0
1769083270.807502,9557.914905548096,0,55.0,43.25,1590.0
1769083270.807502,9557.914905548096,1,54.0,42.08,1590.0
1769083270.807502,9557.914905548096,2,57.0,44.85,1590.0
1769083270.807502,9557.914905548096,3,57.0,44.56,1590.0
1769083272.4192302,9559.526633739471,0,55.0,44.68,1590.0
1769083272.4192302,9559.526633739471,1,54.0,41.99,1590.0
1769083272.4192302,9559.526633739471,2,57.0,45.04,1590.0
1769083272.4192302,9559.526633739471,3,58.0,44.46,1590.0
1769083274.0138495,9561.12125301361,0,55.0,43.9,1590.0
1769083274.0138495,9561.12125301361,1,54.0,44.19,1590.0
1769083274.0138495,9561.12125301361,2,57.0,44.75,1590.0
1769083274.0138495,9561.12125301361,3,58.0,45.62,1590.0
1769083275.6234422,9562.730845689774,0,55.0,43.35,1590.0
1769083275.6234422,9562.730845689774,1,54.0,42.57,1590.0
1769083275.6234422,9562.730845689774,2,57.0,44.85,1590.0
1769083275.6234422,9562.730845689774,3,58.0,44.49,1590.0
1769083277.2460506,9564.353454113007,0,55.0,43.54,1590.0
1769083277.2460506,9564.353454113007,1,54.0,42.28,1590.0
1769083277.2460506,9564.353454113007,2,57.0,44.65,1590.0
1769083277.2460506,9564.353454113007,3,58.0,45.43,1590.0
1769083279.0628881,9566.170291662216,0,55.0,43.32,1590.0
1769083279.0628881,9566.170291662216,1,54.0,42.57,1590.0
1769083279.0628881,9566.170291662216,2,57.0,44.94,1590.0
1769083279.0628881,9566.170291662216,3,58.0,44.49,1590.0
1769083280.678234,9567.785637617111,0,55.0,43.93,1590.0
1769083280.678234,9567.785637617111,1,54.0,42.08,1590.0
1769083280.678234,9567.785637617111,2,57.0,44.94,1590.0
1769083280.678234,9567.785637617111,3,58.0,44.46,1590.0
1769083282.2859368,9569.393340349197,0,55.0,44.97,1590.0
1769083282.2859368,9569.393340349197,1,54.0,43.51,1590.0
1769083282.2859368,9569.393340349197,2,57.0,43.61,1590.0
1769083282.2859368,9569.393340349197,3,57.0,46.01,1590.0
1769083283.8703885,9570.977792024612,0,55.0,43.35,1590.0
1769083283.8703885,9570.977792024612,1,54.0,42.57,1590.0
1769083283.8703885,9570.977792024612,2,57.0,44.85,1590.0
1769083283.8703885,9570.977792024612,3,58.0,45.91,1590.0
1769083285.449924,9572.557327508926,0,55.0,43.35,1590.0
