config_id,src,dst,size,duration_ms,bandwidth_gbps,elapsed_s,src_temp,dst_temp,src_power,dst_power,src_clock_graphics,dst_clock_graphics
64,2,3,56512728,32.255379,1.752040427117598,707.1667625839843,57.0,58.0,43.59,46.01,1590.0,1590.0
67,2,3,1017229096,581.2532759999999,1.7500616994372005,721.8213526098633,57.0,58.0,45.04,45.91,1590.0,1590.0
68,2,3,960716368,560.214787,1.7149071932655002,751.1935155568848,58.0,58.0,45.04,45.62,1590.0,1590.0
74,2,0,395589093,226.582283,1.745895962218723,828.9025294958496,58.0,56.0,45.24,45.46,1590.0,1590.0
91,2,1,508614548,293.790845,1.7312130607745793,1043.5399030629883,58.0,54.0,45.14,42.67,1590.0,1590.0
96,2,1,904203641,521.526693,1.7337629178646854,1079.411575494873,58.0,55.0,45.04,42.08,1590.0,1590.0
101,2,0,339076366,197.223467,1.7192495961953655,1154.9015193979492,57.0,55.0,43.59,44.87,1590.0,1590.0
102,2,3,565127276,322.253063,1.753675421232536,1164.8391583759765,57.0,58.0,43.61,44.49,1590.0,1590.0
105,2,0,56512728,32.484917,1.7396605323018062,1238.9684070109863,57.0,55.0,42.16,43.25,1590.0,1590.0
106,2,1,678152731,391.082741,1.7340390150328828,1240.7642286569824,56.0,54.0,43.39,42.47,1590.0,1590.0
108,2,3,1073741824,611.9591829999999,1.7545971264557363,1264.8208192548827,56.0,57.0,43.39,45.82,1590.0,1590.0
