time_s,aggregate_bandwidth_mbps,num_active
0.000495433807373,4861.882738349049,1
1.000495433807373,4953.233531522334,1
2.000495433807373,4953.233531522334,1
3.000495433807373,4953.233531522334,1
4.000495433807373,4953.233531522334,1
5.000495433807373,4953.233531522334,1
6.000495433807373,4953.233531522334,1
7.000495433807373,4953.233531522334,1
8.000495433807373,4953.233531522334,1
9.000495433807373,4013.8801619528667,2
10.000495433807373,4935.519111845371,1
11.000495433807373,4935.519111845371,1
12.000495433807373,4935.519111845371,1
13.000495433807373,4935.519111845371,1
14.000495433807373,4935.519111845371,1
15.000495433807373,4935.519111845371,1
16.000495433807373,3929.0191694376867,2
17.000495433807373,1726.468909637242,1
18.000495433807373,1726.468909637242,1
19.000495433807373,1726.468909637242,1
20.000495433807373,1726.468909637242,1
21.000495433807373,1726.468909637242,1
22.000495433807373,1726.468909637242,1
23.000495433807373,1726.468909637242,1
24.000495433807373,1726.468909637242,1
25.000495433807373,3555.9442153012465,2
26.000495433807373,4948.159179085114,1
27.000495433807373,4948.159179085114,1
28.000495433807373,4948.159179085114,1
29.000495433807373,4420.789877354978,1
30.000495433807373,1456.1638936481522,1
31.000495433807373,1550.44354085175,1
32.00049543380737,1550.44354085175,1
33.00049543380737,1550.44354085175,1
34.00049543380737,1550.44354085175,1
35.00049543380737,1550.44354085175,1
36.00049543380737,1550.44354085175,1
37.00049543380737,1550.44354085175,1
38.00049543380737,1550.44354085175,1
39.00049543380737,1550.44354085175,1
40.00049543380737,1550.44354085175,1
41.00049543380737,1550.44354085175,1
42.00049543380737,1550.44354085175,1
43.00049543380737,1550.44354085175,1
44.00049543380737,1550.44354085175,1
45.00049543380737,1550.44354085175,1
46.00049543380737,1550.44354085175,1
47.00049543380737,1550.44354085175,1
48.00049543380737,1550.44354085175,1
49.00049543380737,1550.44354085175,1
50.00049543380737,1550.44354085175,1
51.00049543380737,1550.44354085175,1
52.00049543380737,1550.44354085175,1
53.00049543380737,1550.44354085175,1
54.00049543380737,1550.44354085175,1
55.00049543380737,1550.44354085175,1
56.00049543380737,1550.44354085175,1
57.00049543380737,1550.44354085175,1
58.00049543380737,1550.44354085175,1
59.00049543380737,1550.44354085175,1
60.00049543380737,1550.44354085175,1
61.00049543380737,1550.44354085175,1
62.00049543380737,1341.5411399475984,1
63.00049543380737,4658.706739729544,1
64.00049543380737,4162.049480628833,2
65.00049543380737,4509.508934874138,1
66.00049543380737,4509.508934874138,1
67.00049543380737,4509.508934874138,1
68.00049543380737,4509.508934874138,1
69.00049543380737,4509.508934874138,1
70.00049543380737,4509.508934874138,1
71.00049543380737,4509.508934874138,1
72.00049543380737,4509.508934874138,1
73.00049543380737,4509.508934874138,1
74.00049543380737,2357.8231277003197,2
75.00049543380737,1738.2814578142643,1
76.00049543380737,1738.2814578142643,1
77.00049543380737,1738.2814578142643,1
78.00049543380737,1738.2814578142643,1
79.00049543380737,1738.2814578142643,1
80.00049543380737,1738.2814578142643,1
81.00049543380737,1738.2814578142643,1
82.00049543380737,1738.2814578142643,1
83.00049543380737,1738.2814578142643,1
84.00049543380737,1441.6091988348808,2
85.00049543380737,1733.0842438798304,1
86.00049543380737,1733.0842438798304,1
87.00049543380737,1733.0842438798304,1
88.00049543380737,1733.0842438798304,1
89.00049543380737,1733.0842438798304,1
90.00049543380737,1733.0842438798304,1
91.00049543380737,1733.0842438798304,1
92.00049543380737,1733.0842438798304,1
93.00049543380737,1733.0842438798304,1
94.00049543380737,1733.0842438798304,1
95.00049543380737,1733.0842438798304,1
96.00049543380737,1733.0842438798304,1
97.00049543380737,1733.0842438798304,1
98.00049543380737,1733.0842438798304,1
99.00049543380737,1733.0842438798304,1
100.00049543380737,1739.8706937212662,2
