config_id,src,dst,size,elapsed_s,effective_bandwidth_gbps,num_repetitions,total_duration_s
11,0,1,56512728,115.8442245,4575.655927802403,50,0.0006175369050000001
13,0,1,791178186,120.74167139208984,4539.380215538818,50,0.008714605831999999
17,0,1,847690913,151.36736,4547.405763687587,50,0.009320599007999999
39,0,1,226050911,468.3229296931152,4550.356715911404,50,0.002483881211
52,0,1,904203641,572.1587175251465,4541.369587585991,50,0.009955186685
92,0,1,113025456,1058.4216999301757,4555.442663344194,50,0.0012405540399999999
99,0,1,339076366,1144.0959615690917,4557.347326297587,50,0.0037201066949999998
111,0,1,395589093,1301.460686564209,4550.416572940474,50,0.004346734927
113,0,1,960716368,1329.7772422580567,4539.606745645545,50,0.010581493308000001
115,0,1,621640003,1343.066118109131,4541.114754732238,50,0.006844574918000001
121,0,1,678152731,1411.1585636711425,4541.072509854452,50,0.007466878469
150,0,1,508614548,1722.0275165100097,4552.076178582607,50,0.0055866216649999995
175,0,1,169538183,2447.1621084521485,4555.623080987699,50,0.001860757354
180,0,1,1,2623.411083411133,0.1498971705410089,50,3.33562e-07
189,0,1,282563638,2944.721395201172,4550.253572643423,50,0.003104921885
192,0,1,1017229096,3049.8345120332033,4545.089823111909,50,0.011190417963
202,0,1,734665458,3387.9540106501463,4541.192067376108,50,0.00808890537
217,0,1,1073741824,3550.9503697490236,4548.626682980382,50,0.011802923155
230,0,1,565127276,3661.921255680176,4545.744161508725,50,0.006216003980000001
234,0,1,452101821,3700.0400764780275,4547.988415292269,50,0.004970349303
27,0,2,1,277.8180186062012,0.14962668142983257,50,3.34165e-07
40,0,2,847690913,470.9684054291992,4795.201170576262,50,0.008838950472
46,0,2,734665458,525.1704831340332,4808.729524136091,50,0.007638872745
48,0,2,904203641,534.8243280061035,4797.473513333383,50,0.00942374813
58,0,2,960716368,630.3984807011718,4817.815002944142,50,0.009970457224
61,0,2,452101821,676.7011605332032,4797.6144614943605,50,0.004711735641
66,0,2,56512728,721.0794305151367,4830.006020387515,50,0.000585017159
85,0,2,565127276,969.512567795166,4798.078675700496,50,0.005889099723
90,0,2,1073741824,1032.2192930690917,4812.9040736711795,50,0.011154822614
107,0,2,395589093,1260.5442659501953,4803.421226429357,50,0.004117784745
110,0,2,508614548,1295.9927460561523,4794.390050668476,50,0.005304267515
114,0,2,226050911,1340.5376576640624,4790.369976080953,50,0.002359430609
118,0,2,791178186,1377.403421472168,4796.237366183323,50,0.008247904822
141,0,2,678152731,1613.2028296940919,4803.941915402507,50,0.007058294448
144,0,2,1017229096,1651.6009531540528,4808.769923295305,50,0.010576811869
171,0,2,621640003,2323.70923438501,4792.228871806271,50,0.006485917301
196,0,2,113025456,3173.766093307129,4779.128255664446,50,0.0011824902990000001
212,0,2,339076366,3510.388312467041,4791.285125636652,50,0.003538469921
227,0,2,282563638,3621.103753126221,4786.7144123717235,50,0.002951540594
239,0,2,169538183,3757.7687623032225,4789.356350100807,50,0.0017699474689999999
0,0,3,960716368,0.018938092041015625,4953.233531522333,50,0.009697870713
1,0,3,678152731,9.90611574609375,4935.51911184537,50,0.006870125671
3,0,3,452101821,25.325532581054688,4948.159179085114,50,0.004568383965
25,0,3,113025456,265.62963871118166,4910.398161585627,50,0.0011508787299999998
70,0,3,1073741824,795.4164296550293,4948.799897443144,50,0.010848507176
73,0,3,565127276,823.0274835500488,4944.060085407657,50,0.005715214482
84,0,3,791178186,961.3628624172363,4957.527856414961,50,0.007979563695
88,0,3,395589093,1017.8564736960449,4951.613844852201,50,0.003994547085
93,0,3,508614548,1059.8207284370117,4938.942386406831,50,0.00514902289
109,0,3,1,1295.8207289401855,0.14857693016289975,50,3.36526e-07
117,0,3,734665458,1369.7962247561036,4943.411526775458,50,0.007430753579999999
120,0,3,56512728,1410.4259149020995,4887.014953108038,50,0.000578192706
122,0,3,621640003,1418.785792316162,4944.161944873659,50,0.006286606405
133,0,3,226050911,1562.4891144450683,4940.161264282882,50,0.002287889999
154,0,3,1017229096,1764.3345092460938,4938.146082002701,50,0.010299706399
167,0,3,339076366,2199.5027630151367,4940.4746100052635,50,0.0034316173319999996
169,0,3,169538183,2274.994316993164,4912.538392439395,50,0.001725565985
172,0,3,847690913,2380.4920373310547,4944.632942181533,50,0.008571828515
184,0,3,904203641,2746.640783765137,4961.657588361297,50,0.009111910938
238,0,3,282563638,3754.7356308671874,4930.291475623647,50,0.002865587556
6,1,0,847690913,64.92424609594727,4509.508934874138,50,0.009398927081
34,1,0,565127276,381.6191652619629,4515.535456408599,50,0.006257588734
65,1,0,1073741824,708.9843782749024,4504.647211061092,50,0.011918156669
71,1,0,508614548,806.4300361879883,4514.892432103764,50,0.0056326319579999996
72,1,0,960716368,812.2262136179199,4514.240133885058,50,0.010640953289
75,1,0,734665458,840.481005802002,4511.879053039342,50,0.008141457797999999
89,1,0,904203641,1022.0222641899414,4507.380669538862,50,0.01003025601
