config_id,src,dst,size,repetition,duration_ns,duration_us
0,0,1,1,0,9216.0,9.216
0,0,1,1,1,6784.0,6.784
0,0,1,1,2,6432.0,6.432
0,0,1,1,3,6369.0,6.369
0,0,1,1,4,7136.0,7.136
0,0,1,1,5,6239.0,6.239
0,0,1,1,6,6240.0,6.24
0,0,1,1,7,6240.0,6.24
0,0,1,1,8,6272.0,6.272
0,0,1,1,9,6272.0,6.272
0,0,1,1,10,6272.0,6.272
0,0,1,1,11,6304.0,6.304
0,0,1,1,12,6241.0,6.241
0,0,1,1,13,6240.0,6.24
0,0,1,1,14,6272.0,6.272
1,0,1,12,0,6272.0,6.272
1,0,1,12,1,6272.0,6.272
1,0,1,12,2,6241.0,6.241
1,0,1,12,3,6272.0,6.272
1,0,1,12,4,6272.0,6.272
1,0,1,12,5,6143.0,6.143
1,0,1,12,6,6241.0,6.241
1,0,1,12,7,6208.0,6.208
1,0,1,12,8,6175.0,6.175
1,0,1,12,9,6207.0,6.207
1,0,1,12,10,6176.0,6.176
1,0,1,12,11,6176.0,6.176
1,0,1,12,12,6208.0,6.208
1,0,1,12,13,6176.0,6.176
1,0,1,12,14,6335.0,6.335
2,0,1,166,0,6528.0,6.528
2,0,1,166,1,6464.0,6.464
2,0,1,166,2,6273.0,6.273
2,0,1,166,3,6304.0,6.304
2,0,1,166,4,6305.0,6.305
2,0,1,166,5,6655.0,6.655
2,0,1,166,6,6367.0,6.367
2,0,1,166,7,6400.0,6.4
2,0,1,166,8,6399.0,6.399
2,0,1,166,9,6400.0,6.4
2,0,1,166,10,6400.0,6.4
2,0,1,166,11,6400.0,6.4
2,0,1,166,12,6368.0,6.368
2,0,1,166,13,6368.0,6.368
2,0,1,166,14,6368.0,6.368
3,0,1,2154,0,6497.0,6.497
3,0,1,2154,1,6336.0,6.336
3,0,1,2154,2,6400.0,6.4
3,0,1,2154,3,6336.0,6.336
3,0,1,2154,4,6368.0,6.368
3,0,1,2154,5,6367.0,6.367
3,0,1,2154,6,6367.0,6.367
3,0,1,2154,7,6240.0,6.24
3,0,1,2154,8,6272.0,6.272
3,0,1,2154,9,6304.0,6.304
3,0,1,2154,10,6272.0,6.272
3,0,1,2154,11,6304.0,6.304
3,0,1,2154,12,6240.0,6.24
3,0,1,2154,13,6272.0,6.272
3,0,1,2154,14,6305.0,6.305
4,0,1,27825,0,13376.0,13.376
4,0,1,27825,1,11776.0,11.776
4,0,1,27825,2,11200.0,11.2
4,0,1,27825,3,11073.0,11.073
4,0,1,27825,4,10785.0,10.785
4,0,1,27825,5,10816.0,10.816
4,0,1,27825,6,10817.0,10.817
4,0,1,27825,7,10624.0,10.624
4,0,1,27825,8,11040.0,11.04
4,0,1,27825,9,10848.0,10.848
4,0,1,27825,10,10944.0,10.944
4,0,1,27825,11,10944.0,10.944
4,0,1,27825,12,10912.0,10.912
4,0,1,27825,13,10848.0,10.848
4,0,1,27825,14,10943.0,10.943
5,0,1,359381,0,16704.0,16.704
5,0,1,359381,1,13855.0,13.855
5,0,1,359381,2,14143.0,14.143
5,0,1,359381,3,13312.0,13.312
5,0,1,359381,4,13120.0,13.12
5,0,1,359381,5,13248.0,13.248
5,0,1,359381,6,13920.0,13.92
5,0,1,359381,7,13055.0,13.055
5,0,1,359381,8,13952.0,13.952
5,0,1,359381,9,13248.0,13.248
5,0,1,359381,10,13952.0,13.952
5,0,1,359381,11,13088.0,13.088
5,0,1,359381,12,13120.0,13.12
5,0,1,359381,13,13056.0,13.056
5,0,1,359381,14,13023.0,13.023
6,0,1,4641588,0,25663.0,25.663
6,0,1,4641588,1,23521.0,23.521
6,0,1,4641588,2,22528.0,22.528
6,0,1,4641588,3,22368.0,22.368
6,0,1,4641588,4,22781.0,22.781
6,0,1,4641588,5,22496.0,22.496
6,0,1,4641588,6,22752.0,22.752
6,0,1,4641588,7,22560.0,22.56
6,0,1,4641588,8,22752.0,22.752
6,0,1,4641588,9,21952.0,21.952
6,0,1,4641588,10,22496.0,22.496
6,0,1,4641588,11,22141.0,22.141
6,0,1,4641588,12,23104.0,23.104
6,0,1,4641588,13,22016.0,22.016
6,0,1,4641588,14,22848.0,22.848
7,0,1,59948425,0,182302.0,182.302
7,0,1,59948425,1,180383.0,180.383
7,0,1,59948425,2,181120.0,181.12
7,0,1,59948425,3,178184.0,178.184
7,0,1,59948425,4,176577.0,176.577
7,0,1,59948425,5,177277.0,177.277
7,0,1,59948425,6,172352.0,172.352
7,0,1,59948425,7,177245.0,177.245
7,0,1,59948425,8,177663.0,177.663
7,0,1,59948425,9,178560.0,178.56
7,0,1,59948425,10,180714.0,180.714
7,0,1,59948425,11,175102.0,175.102
7,0,1,59948425,12,177151.0,177.151
7,0,1,59948425,13,181698.0,181.698
7,0,1,59948425,14,176220.0,176.22
8,0,1,774263682,0,2810696.0,2810.696
8,0,1,774263682,1,2806517.0,2806.517
8,0,1,774263682,2,2809173.0,2809.173
8,0,1,774263682,3,2835025.0,2835.025
8,0,1,774263682,4,2826542.0,2826.542
8,0,1,774263682,5,2807298.0,2807.298
8,0,1,774263682,6,2907425.0,2907.425
8,0,1,774263682,7,2829944.0,2829.944
8,0,1,774263682,8,2805361.0,2805.361
8,0,1,774263682,9,2878905.0,2878.905
8,0,1,774263682,10,2881029.0,2881.029
8,0,1,774263682,11,2860572.0,2860.572
8,0,1,774263682,12,2865921.0,2865.921
8,0,1,774263682,13,2850707.0,2850.707
8,0,1,774263682,14,2838070.0,2838.07
9,0,1,10000000000,0,38544105.0,38544.105
9,0,1,10000000000,1,38614785.0,38614.785
9,0,1,10000000000,2,38616039.0,38616.039
9,0,1,10000000000,3,38592468.0,38592.468
9,0,1,10000000000,4,38608555.0,38608.555
9,0,1,10000000000,5,38576212.0,38576.212
9,0,1,10000000000,6,38582370.0,38582.37
9,0,1,10000000000,7,38598457.0,38598.457
9,0,1,10000000000,8,38692926.0,38692.926
9,0,1,10000000000,9,38591531.0,38591.531
9,0,1,10000000000,10,38520401.0,38520.401
9,0,1,10000000000,11,38587666.0,38587.666
9,0,1,10000000000,12,38530824.0,38530.824
9,0,1,10000000000,13,38612513.0,38612.513
9,0,1,10000000000,14,38522672.0,38522.672
10,0,2,1,0,8991.0,8.991
10,0,2,1,1,7744.0,7.744
10,0,2,1,2,7456.0,7.456
10,0,2,1,3,7105.0,7.105
10,0,2,1,4,7072.0,7.072
10,0,2,1,5,7072.0,7.072
10,0,2,1,6,7040.0,7.04
10,0,2,1,7,7072.0,7.072
10,0,2,1,8,6976.0,6.976
10,0,2,1,9,6976.0,6.976
10,0,2,1,10,6944.0,6.944
10,0,2,1,11,7168.0,7.168
10,0,2,1,12,6944.0,6.944
10,0,2,1,13,6911.0,6.911
10,0,2,1,14,6977.0,6.977
11,0,2,12,0,6977.0,6.977
11,0,2,12,1,6976.0,6.976
11,0,2,12,2,6944.0,6.944
11,0,2,12,3,6976.0,6.976
11,0,2,12,4,6976.0,6.976
11,0,2,12,5,6944.0,6.944
11,0,2,12,6,6945.0,6.945
11,0,2,12,7,7200.0,7.2
11,0,2,12,8,6976.0,6.976
11,0,2,12,9,6911.0,6.911
11,0,2,12,10,6944.0,6.944
11,0,2,12,11,6944.0,6.944
11,0,2,12,12,7265.0,7.265
11,0,2,12,13,6880.0,6.88
11,0,2,12,14,6880.0,6.88
12,0,2,166,0,7168.0,7.168
12,0,2,166,1,7008.0,7.008
12,0,2,166,2,7232.0,7.232
12,0,2,166,3,6975.0,6.975
12,0,2,166,4,7008.0,7.008
12,0,2,166,5,7008.0,7.008
12,0,2,166,6,6976.0,6.976
12,0,2,166,7,6976.0,6.976
12,0,2,166,8,7231.0,7.231
12,0,2,166,9,6976.0,6.976
12,0,2,166,10,7008.0,7.008
12,0,2,166,11,7008.0,7.008
12,0,2,166,12,7008.0,7.008
12,0,2,166,13,6976.0,6.976
12,0,2,166,14,7968.0,7.968
13,0,2,2154,0,7167.0,7.167
13,0,2,2154,1,6976.0,6.976
13,0,2,2154,2,6976.0,6.976
13,0,2,2154,3,6976.0,6.976
13,0,2,2154,4,6975.0,6.975
13,0,2,2154,5,6975.0,6.975
13,0,2,2154,6,6977.0,6.977
13,0,2,2154,7,7008.0,7.008
13,0,2,2154,8,6976.0,6.976
13,0,2,2154,9,7008.0,7.008
13,0,2,2154,10,6976.0,6.976
13,0,2,2154,11,6977.0,6.977
13,0,2,2154,12,7008.0,7.008
13,0,2,2154,13,7008.0,7.008
13,0,2,2154,14,7232.0,7.232
14,0,2,27825,0,12384.0,12.384
14,0,2,27825,1,12033.0,12.033
14,0,2,27825,2,12096.0,12.096
14,0,2,27825,3,12192.0,12.192
14,0,2,27825,4,11584.0,11.584
14,0,2,27825,5,11584.0,11.584
14,0,2,27825,6,11584.0,11.584
14,0,2,27825,7,11681.0,11.681
14,0,2,27825,8,11648.0,11.648
14,0,2,27825,9,11584.0,11.584
14,0,2,27825,10,11583.0,11.583
14,0,2,27825,11,11648.0,11.648
14,0,2,27825,12,11648.0,11.648
14,0,2,27825,13,11552.0,11.552
14,0,2,27825,14,11584.0,11.584
15,0,2,359381,0,28223.0,28.223
15,0,2,359381,1,27135.0,27.135
15,0,2,359381,2,25728.0,25.728
15,0,2,359381,3,26691.0,26.691
15,0,2,359381,4,26048.0,26.048
15,0,2,359381,5,26815.0,26.815
15,0,2,359381,6,25856.0,25.856
15,0,2,359381,7,26495.0,26.495
15,0,2,359381,8,25855.0,25.855
15,0,2,359381,9,27072.0,27.072
15,0,2,359381,10,26018.0,26.018
15,0,2,359381,11,26368.0,26.368
15,0,2,359381,12,26591.0,26.591
15,0,2,359381,13,26208.0,26.208
15,0,2,359381,14,26016.0,26.016
16,0,2,4641588,0,237762.0,237.762
16,0,2,4641588,1,232766.0,232.766
16,0,2,4641588,2,215389.0,215.389
16,0,2,4641588,3,242335.0,242.335
16,0,2,4641588,4,249151.0,249.151
16,0,2,4641588,5,209695.0,209.695
16,0,2,4641588,6,222178.0,222.178
16,0,2,4641588,7,207296.0,207.296
16,0,2,4641588,8,205252.0,205.252
16,0,2,4641588,9,206463.0,206.463
16,0,2,4641588,10,226113.0,226.113
16,0,2,4641588,11,218014.0,218.014
16,0,2,4641588,12,219744.0,219.744
16,0,2,4641588,13,217408.0,217.408
16,0,2,4641588,14,233883.0,233.883
17,0,2,59948425,0,2630188.0,2630.188
17,0,2,59948425,1,2576950.0,2576.95
17,0,2,59948425,2,2588490.0,2588.49
17,0,2,59948425,3,2594218.0,2594.218
17,0,2,59948425,4,2619105.0,2619.105
17,0,2,59948425,5,2607354.0,2607.354
17,0,2,59948425,6,2593247.0,2593.247
17,0,2,59948425,7,2581106.0,2581.106
17,0,2,59948425,8,2584808.0,2584.808
17,0,2,59948425,9,2603048.0,2603.048
17,0,2,59948425,10,2582447.0,2582.447
17,0,2,59948425,11,2569614.0,2569.614
17,0,2,59948425,12,2599390.0,2599.39
17,0,2,59948425,13,2615798.0,2615.798
17,0,2,59948425,14,2598513.0,2598.513
18,0,2,774263682,0,33102008.0,33102.008
18,0,2,774263682,1,33165259.0,33165.259
18,0,2,774263682,2,33136116.0,33136.116
18,0,2,774263682,3,33157781.000000004,33157.781
18,0,2,774263682,4,33194671.000000004,33194.671
18,0,2,774263682,5,33158296.000000004,33158.296
18,0,2,774263682,6,33239802.000000004,33239.802
18,0,2,774263682,7,33279297.0,33279.297
18,0,2,774263682,8,33381512.000000004,33381.512
18,0,2,774263682,9,33204945.0,33204.945
18,0,2,774263682,10,33248957.000000004,33248.957
18,0,2,774263682,11,33190358.999999996,33190.359
18,0,2,774263682,12,33345836.000000004,33345.836
18,0,2,774263682,13,33450989.999999996,33450.99
18,0,2,774263682,14,33265117.0,33265.117
19,0,2,10000000000,0,429474673.0,429474.673
19,0,2,10000000000,1,429822286.0,429822.286
19,0,2,10000000000,2,429454846.0,429454.846
19,0,2,10000000000,3,428863615.0,428863.615
19,0,2,10000000000,4,429228988.0,429228.988
19,0,2,10000000000,5,430131798.0,430131.798
19,0,2,10000000000,6,428448260.0,428448.26
19,0,2,10000000000,7,430246300.0,430246.3
19,0,2,10000000000,8,429805406.0,429805.406
19,0,2,10000000000,9,431451429.0,431451.429
19,0,2,10000000000,10,428949064.0,428949.064
19,0,2,10000000000,11,429055296.0,429055.296
19,0,2,10000000000,12,428966071.0,428966.071
19,0,2,10000000000,13,430517849.0,430517.849
19,0,2,10000000000,14,429026821.0,429026.821
20,0,3,1,0,8256.0,8.256
20,0,3,1,1,7776.0,7.776
20,0,3,1,2,7200.0,7.2
20,0,3,1,3,6944.0,6.944
20,0,3,1,4,6976.0,6.976
20,0,3,1,5,7009.0,7.009
20,0,3,1,6,6976.0,6.976
20,0,3,1,7,6944.0,6.944
20,0,3,1,8,6976.0,6.976
20,0,3,1,9,6976.0,6.976
20,0,3,1,10,6976.0,6.976
20,0,3,1,11,7072.0,7.072
20,0,3,1,12,7040.0,7.04
20,0,3,1,13,7297.0,7.297
20,0,3,1,14,7392.0,7.392
21,0,3,12,0,7040.0,7.04
21,0,3,12,1,7040.0,7.04
21,0,3,12,2,7041.0,7.041
21,0,3,12,3,7039.0,7.039
21,0,3,12,4,7008.0,7.008
21,0,3,12,5,7040.0,7.04
21,0,3,12,6,7040.0,7.04
21,0,3,12,7,7040.0,7.04
21,0,3,12,8,7072.0,7.072
21,0,3,12,9,7360.0,7.36
21,0,3,12,10,7040.0,7.04
21,0,3,12,11,7041.0,7.041
21,0,3,12,12,7072.0,7.072
21,0,3,12,13,6944.0,6.944
21,0,3,12,14,6944.0,6.944
22,0,3,166,0,7328.0,7.328
22,0,3,166,1,7072.0,7.072
22,0,3,166,2,7136.0,7.136
22,0,3,166,3,7073.0,7.073
22,0,3,166,4,7104.0,7.104
22,0,3,166,5,7136.0,7.136
22,0,3,166,6,7072.0,7.072
22,0,3,166,7,7104.0,7.104
22,0,3,166,8,7104.0,7.104
22,0,3,166,9,7104.0,7.104
22,0,3,166,10,7105.0,7.105
22,0,3,166,11,7072.0,7.072
22,0,3,166,12,7104.0,7.104
22,0,3,166,13,7072.0,7.072
22,0,3,166,14,8064.0,8.064
23,0,3,2154,0,7263.0,7.263
23,0,3,2154,1,7136.0,7.136
23,0,3,2154,2,7040.0,7.04
23,0,3,2154,3,7105.0,7.105
23,0,3,2154,4,7104.0,7.104
23,0,3,2154,5,7136.0,7.136
23,0,3,2154,6,7072.0,7.072
23,0,3,2154,7,7072.0,7.072
23,0,3,2154,8,7104.0,7.104
23,0,3,2154,9,7137.0,7.137
23,0,3,2154,10,7072.0,7.072
23,0,3,2154,11,7072.0,7.072
23,0,3,2154,12,7073.0,7.073
23,0,3,2154,13,7104.0,7.104
23,0,3,2154,14,7456.0,7.456
24,0,3,27825,0,12768.0,12.768
24,0,3,27825,1,11870.0,11.87
24,0,3,27825,2,12290.0,12.29
24,0,3,27825,3,11680.0,11.68
24,0,3,27825,4,11648.0,11.648
24,0,3,27825,5,11680.0,11.68
24,0,3,27825,6,11648.0,11.648
24,0,3,27825,7,11648.0,11.648
24,0,3,27825,8,11616.0,11.616
24,0,3,27825,9,11616.0,11.616
24,0,3,27825,10,11648.0,11.648
24,0,3,27825,11,11712.0,11.712
24,0,3,27825,12,11552.0,11.552
24,0,3,27825,13,11648.0,11.648
24,0,3,27825,14,11551.0,11.551
25,0,3,359381,0,27713.0,27.713
25,0,3,359381,1,27007.0,27.007
25,0,3,359381,2,27104.0,27.104
25,0,3,359381,3,26816.0,26.816
25,0,3,359381,4,26752.0,26.752
25,0,3,359381,5,26912.0,26.912
25,0,3,359381,6,26656.0,26.656
25,0,3,359381,7,27840.0,27.84
25,0,3,359381,8,26656.0,26.656
25,0,3,359381,9,27264.0,27.264
25,0,3,359381,10,26720.0,26.72
25,0,3,359381,11,26688.0,26.688
25,0,3,359381,12,26400.0,26.4
25,0,3,359381,13,27200.0,27.2
25,0,3,359381,14,26912.0,26.912
26,0,3,4641588,0,222979.0,222.979
26,0,3,4641588,1,212160.0,212.16
26,0,3,4641588,2,219493.0,219.493
26,0,3,4641588,3,246361.0,246.361
26,0,3,4641588,4,249666.0,249.666
26,0,3,4641588,5,212287.0,212.287
26,0,3,4641588,6,220131.0,220.131
26,0,3,4641588,7,232862.0,232.862
26,0,3,4641588,8,229730.0,229.73
26,0,3,4641588,9,218656.0,218.656
26,0,3,4641588,10,214687.0,214.687
26,0,3,4641588,11,219710.0,219.71
26,0,3,4641588,12,216191.0,216.191
26,0,3,4641588,13,211423.0,211.423
26,0,3,4641588,14,233278.0,233.278
27,0,3,59948425,0,2693799.0,2693.799
27,0,3,59948425,1,2672862.0,2672.862
27,0,3,59948425,2,2717134.0,2717.134
27,0,3,59948425,3,2692801.0,2692.801
27,0,3,59948425,4,2682358.0,2682.358
27,0,3,59948425,5,2668309.0,2668.309
27,0,3,59948425,6,2693606.0,2693.606
27,0,3,59948425,7,2703314.0,2703.314
27,0,3,59948425,8,2712525.0,2712.525
27,0,3,59948425,9,2694683.0,2694.683
27,0,3,59948425,10,2719269.0,2719.269
27,0,3,59948425,11,2693939.0,2693.939
27,0,3,59948425,12,2676098.0,2676.098
27,0,3,59948425,13,2687625.0,2687.625
27,0,3,59948425,14,2647386.0,2647.386
28,0,3,774263682,0,34718169.0,34718.169
28,0,3,774263682,1,34450132.0,34450.132
28,0,3,774263682,2,34442445.0,34442.445
28,0,3,774263682,3,34813313.0,34813.313
28,0,3,774263682,4,34787298.0,34787.298
28,0,3,774263682,5,34637084.0,34637.084
28,0,3,774263682,6,34476815.0,34476.815
28,0,3,774263682,7,34821790.0,34821.79
28,0,3,774263682,8,34702862.0,34702.862
28,0,3,774263682,9,34650362.0,34650.362
28,0,3,774263682,10,34489500.0,34489.5
28,0,3,774263682,11,34671803.0,34671.803
28,0,3,774263682,12,34742589.0,34742.589
28,0,3,774263682,13,34495192.0,34495.192
28,0,3,774263682,14,34488581.0,34488.581
29,0,3,10000000000,0,449963215.0,449963.215
29,0,3,10000000000,1,448158480.0,448158.48
29,0,3,10000000000,2,446935518.0,446935.518
29,0,3,10000000000,3,445953317.0,445953.317
29,0,3,10000000000,4,450092272.0,450092.272
29,0,3,10000000000,5,448033734.0,448033.734
29,0,3,10000000000,6,447207889.0,447207.889
29,0,3,10000000000,7,446917369.0,446917.369
29,0,3,10000000000,8,449744908.0,449744.908
29,0,3,10000000000,9,448037306.0,448037.306
29,0,3,10000000000,10,447327998.0,447327.998
29,0,3,10000000000,11,447268123.0,447268.123
29,0,3,10000000000,12,449854977.0,449854.977
29,0,3,10000000000,13,448352777.0,448352.777
29,0,3,10000000000,14,447055717.0,447055.717
30,1,0,1,0,8192.0,8.192
30,1,0,1,1,7104.0,7.104
30,1,0,1,2,6688.0,6.688
30,1,0,1,3,6400.0,6.4
30,1,0,1,4,6400.0,6.4
30,1,0,1,5,6623.0,6.623
30,1,0,1,6,6432.0,6.432
30,1,0,1,7,6432.0,6.432
30,1,0,1,8,6400.0,6.4
30,1,0,1,9,6463.0,6.463
30,1,0,1,10,6432.0,6.432
30,1,0,1,11,6463.0,6.463
30,1,0,1,12,6464.0,6.464
30,1,0,1,13,6432.0,6.432
30,1,0,1,14,6337.0,6.337
31,1,0,12,0,6368.0,6.368
31,1,0,12,1,6369.0,6.369
31,1,0,12,2,6336.0,6.336
31,1,0,12,3,6336.0,6.336
31,1,0,12,4,6336.0,6.336
31,1,0,12,5,6305.0,6.305
31,1,0,12,6,6368.0,6.368
31,1,0,12,7,6336.0,6.336
31,1,0,12,8,6400.0,6.4
31,1,0,12,9,6336.0,6.336
31,1,0,12,10,6368.0,6.368
31,1,0,12,11,6304.0,6.304
31,1,0,12,12,6336.0,6.336
31,1,0,12,13,6336.0,6.336
31,1,0,12,14,6368.0,6.368
32,1,0,166,0,6720.0,6.72
32,1,0,166,1,6560.0,6.56
32,1,0,166,2,6529.0,6.529
32,1,0,166,3,6497.0,6.497
32,1,0,166,4,6528.0,6.528
32,1,0,166,5,6591.0,6.591
32,1,0,166,6,6528.0,6.528
32,1,0,166,7,6592.0,6.592
32,1,0,166,8,6528.0,6.528
32,1,0,166,9,6560.0,6.56
32,1,0,166,10,6496.0,6.496
32,1,0,166,11,6624.0,6.624
32,1,0,166,12,6560.0,6.56
32,1,0,166,13,6592.0,6.592
32,1,0,166,14,6528.0,6.528
33,1,0,2154,0,6975.0,6.975
33,1,0,2154,1,6464.0,6.464
33,1,0,2154,2,6496.0,6.496
33,1,0,2154,3,6432.0,6.432
33,1,0,2154,4,6464.0,6.464
33,1,0,2154,5,6432.0,6.432
33,1,0,2154,6,6432.0,6.432
33,1,0,2154,7,6368.0,6.368
33,1,0,2154,8,6433.0,6.433
33,1,0,2154,9,6432.0,6.432
33,1,0,2154,10,6432.0,6.432
33,1,0,2154,11,6400.0,6.4
33,1,0,2154,12,6432.0,6.432
33,1,0,2154,13,6432.0,6.432
33,1,0,2154,14,6465.0,6.465
34,1,0,27825,0,13087.0,13.087
34,1,0,27825,1,11808.0,11.808
34,1,0,27825,2,11264.0,11.264
34,1,0,27825,3,11264.0,11.264
34,1,0,27825,4,11136.0,11.136
34,1,0,27825,5,11232.0,11.232
34,1,0,27825,6,11136.0,11.136
34,1,0,27825,7,11168.0,11.168
34,1,0,27825,8,11008.0,11.008
34,1,0,27825,9,11168.0,11.168
34,1,0,27825,10,11200.0,11.2
34,1,0,27825,11,11168.0,11.168
34,1,0,27825,12,11232.0,11.232
34,1,0,27825,13,11136.0,11.136
34,1,0,27825,14,11231.0,11.231
35,1,0,359381,0,16992.0,16.992
35,1,0,359381,1,14752.0,14.752
35,1,0,359381,2,14369.0,14.369
35,1,0,359381,3,13984.0,13.984
35,1,0,359381,4,13312.0,13.312
35,1,0,359381,5,13535.0,13.535
35,1,0,359381,6,13472.0,13.472
35,1,0,359381,7,13343.0,13.343
35,1,0,359381,8,13408.0,13.408
35,1,0,359381,9,13344.0,13.344
35,1,0,359381,10,13408.0,13.408
35,1,0,359381,11,13664.0,13.664
35,1,0,359381,12,13343.0,13.343
35,1,0,359381,13,13537.0,13.537
35,1,0,359381,14,13376.0,13.376
36,1,0,4641588,0,26240.0,26.24
36,1,0,4641588,1,36064.0,36.064
36,1,0,4641588,2,22688.0,22.688
36,1,0,4641588,3,22400.0,22.4
36,1,0,4641588,4,22336.0,22.336
36,1,0,4641588,5,22848.0,22.848
36,1,0,4641588,6,21984.0,21.984
36,1,0,4641588,7,22304.0,22.304
36,1,0,4641588,8,21920.0,21.92
36,1,0,4641588,9,21664.0,21.664
36,1,0,4641588,10,25760.0,25.76
36,1,0,4641588,11,22624.0,22.624
36,1,0,4641588,12,21632.0,21.632
36,1,0,4641588,13,22496.0,22.496
36,1,0,4641588,14,22911.0,22.911
37,1,0,59948425,0,176353.0,176.353
37,1,0,59948425,1,176033.0,176.033
37,1,0,59948425,2,168800.0,168.8
37,1,0,59948425,3,170720.0,170.72
37,1,0,59948425,4,172770.0,172.77
37,1,0,59948425,5,170368.0,170.368
37,1,0,59948425,6,173727.0,173.727
37,1,0,59948425,7,174429.0,174.429
37,1,0,59948425,8,169887.0,169.887
37,1,0,59948425,9,173119.0,173.119
37,1,0,59948425,10,173632.0,173.632
37,1,0,59948425,11,172446.0,172.446
37,1,0,59948425,12,168703.0,168.703
37,1,0,59948425,13,168623.0,168.623
37,1,0,59948425,14,175265.0,175.265
38,1,0,774263682,0,2841378.0,2841.378
38,1,0,774263682,1,2846484.0,2846.484
38,1,0,774263682,2,2857866.0,2857.866
38,1,0,774263682,3,2823885.0,2823.885
38,1,0,774263682,4,2764644.0,2764.644
38,1,0,774263682,5,2837242.0,2837.242
38,1,0,774263682,6,2842089.0,2842.089
38,1,0,774263682,7,2832347.0,2832.347
38,1,0,774263682,8,2816832.0,2816.832
38,1,0,774263682,9,2791729.0,2791.729
38,1,0,774263682,10,2794277.0,2794.277
38,1,0,774263682,11,2814667.0,2814.667
38,1,0,774263682,12,2767955.0,2767.955
38,1,0,774263682,13,2816523.0,2816.523
38,1,0,774263682,14,2790054.0,2790.054
39,1,0,10000000000,0,38295742.0,38295.742
39,1,0,10000000000,1,38313785.0,38313.785
39,1,0,10000000000,2,38321674.0,38321.674
39,1,0,10000000000,3,38283370.0,38283.37
39,1,0,10000000000,4,38358792.0,38358.792
39,1,0,10000000000,5,38358276.0,38358.276
39,1,0,10000000000,6,38279293.0,38279.293
39,1,0,10000000000,7,38299565.0,38299.565
39,1,0,10000000000,8,38296334.0,38296.334
39,1,0,10000000000,9,38311216.0,38311.216
39,1,0,10000000000,10,38279967.0,38279.967
39,1,0,10000000000,11,38269400.0,38269.4
39,1,0,10000000000,12,38336792.0,38336.792
39,1,0,10000000000,13,38274714.0,38274.714
39,1,0,10000000000,14,38360005.0,38360.005
40,1,2,1,0,8544.0,8.544
40,1,2,1,1,7776.0,7.776
40,1,2,1,2,7168.0,7.168
40,1,2,1,3,7040.0,7.04
40,1,2,1,4,7136.0,7.136
40,1,2,1,5,7105.0,7.105
40,1,2,1,6,7105.0,7.105
40,1,2,1,7,7072.0,7.072
40,1,2,1,8,7136.0,7.136
40,1,2,1,9,7135.0,7.135
40,1,2,1,10,7072.0,7.072
40,1,2,1,11,7296.0,7.296
40,1,2,1,12,7104.0,7.104
40,1,2,1,13,7073.0,7.073
40,1,2,1,14,7071.0,7.071
41,1,2,12,0,7296.0,7.296
41,1,2,12,1,7071.0,7.071
41,1,2,12,2,7104.0,7.104
41,1,2,12,3,7104.0,7.104
41,1,2,12,4,7072.0,7.072
41,1,2,12,5,7007.0,7.007
41,1,2,12,6,7265.0,7.265
41,1,2,12,7,7200.0,7.2
41,1,2,12,8,7041.0,7.041
41,1,2,12,9,7040.0,7.04
41,1,2,12,10,7072.0,7.072
41,1,2,12,11,7041.0,7.041
41,1,2,12,12,7039.0,7.039
41,1,2,12,13,7040.0,7.04
41,1,2,12,14,7072.0,7.072
42,1,2,166,0,7328.0,7.328
42,1,2,166,1,7167.0,7.167
42,1,2,166,2,7136.0,7.136
42,1,2,166,3,7168.0,7.168
42,1,2,166,4,7264.0,7.264
42,1,2,166,5,7135.0,7.135
42,1,2,166,6,7264.0,7.264
42,1,2,166,7,7264.0,7.264
42,1,2,166,8,7232.0,7.232
42,1,2,166,9,7232.0,7.232
42,1,2,166,10,7232.0,7.232
42,1,2,166,11,7199.0,7.199
42,1,2,166,12,7232.0,7.232
42,1,2,166,13,7200.0,7.2
42,1,2,166,14,8064.0,8.064
43,1,2,2154,0,7296.0,7.296
43,1,2,2154,1,7103.0,7.103
43,1,2,2154,2,7136.0,7.136
43,1,2,2154,3,7328.0,7.328
43,1,2,2154,4,7135.0,7.135
43,1,2,2154,5,7136.0,7.136
43,1,2,2154,6,7232.0,7.232
43,1,2,2154,7,7072.0,7.072
43,1,2,2154,8,7040.0,7.04
43,1,2,2154,9,7040.0,7.04
43,1,2,2154,10,7072.0,7.072
43,1,2,2154,11,7040.0,7.04
43,1,2,2154,12,7072.0,7.072
43,1,2,2154,13,7040.0,7.04
43,1,2,2154,14,7072.0,7.072
44,1,2,27825,0,12736.0,12.736
44,1,2,27825,1,12064.0,12.064
44,1,2,27825,2,12255.0,12.255
44,1,2,27825,3,12223.0,12.223
44,1,2,27825,4,11808.0,11.808
44,1,2,27825,5,11711.0,11.711
44,1,2,27825,6,11775.0,11.775
44,1,2,27825,7,11744.0,11.744
44,1,2,27825,8,11905.0,11.905
44,1,2,27825,9,11968.0,11.968
44,1,2,27825,10,11777.0,11.777
44,1,2,27825,11,11840.0,11.84
44,1,2,27825,12,11872.0,11.872
44,1,2,27825,13,11647.0,11.647
44,1,2,27825,14,11935.0,11.935
45,1,2,359381,0,28607.0,28.607
45,1,2,359381,1,26941.0,26.941
45,1,2,359381,2,26495.0,26.495
45,1,2,359381,3,26240.0,26.24
