timestamp_abs,elapsed_s,gpu_id,temperature,power,clock_graphics
1769018768.6986384,0.0003268718719482422,0,33.0,34.22,1590.0
1769018768.6986384,0.0003268718719482422,1,33.0,33.63,1590.0
1769018768.6986384,0.0003268718719482422,2,33.0,34.1,1590.0
1769018768.6986384,0.0003268718719482422,3,33.0,34.68,1590.0
1769018770.1860697,1.4877581596374512,0,34.0,34.51,1590.0
1769018770.1860697,1.4877581596374512,1,33.0,33.53,1590.0
1769018770.1860697,1.4877581596374512,2,34.0,34.12,1590.0
1769018770.1860697,1.4877581596374512,3,34.0,34.7,1590.0
1769018771.6710567,2.972745180130005,0,34.0,34.41,1590.0
1769018771.6710567,2.972745180130005,1,33.0,33.63,1590.0
1769018771.6710567,2.972745180130005,2,34.0,34.0,1590.0
1769018771.6710567,2.972745180130005,3,34.0,34.78,1590.0
1769018773.15539,4.457078456878662,0,34.0,34.51,1590.0
1769018773.15539,4.457078456878662,1,34.0,33.53,1590.0
1769018773.15539,4.457078456878662,2,34.0,34.1,1590.0
1769018773.15539,4.457078456878662,3,35.0,34.8,1590.0
1769018774.6391437,5.940832138061523,0,35.0,34.41,1590.0
1769018774.6391437,5.940832138061523,1,34.0,33.63,1590.0
1769018774.6391437,5.940832138061523,2,35.0,34.49,1590.0
1769018774.6391437,5.940832138061523,3,35.0,34.9,1590.0
1769018776.1278014,7.429489850997925,0,35.0,34.61,1590.0
1769018776.1278014,7.429489850997925,1,34.0,33.63,1590.0
1769018776.1278014,7.429489850997925,2,35.0,34.31,1590.0
1769018776.1278014,7.429489850997925,3,35.0,34.78,1590.0
1769018777.6206014,8.922289848327637,0,35.0,34.61,1590.0
1769018777.6206014,8.922289848327637,1,35.0,33.92,1590.0
1769018777.6206014,8.922289848327637,2,35.0,34.2,1590.0
1769018777.6206014,8.922289848327637,3,35.0,34.9,1590.0
1769018779.1099641,10.411652565002441,0,35.0,34.51,1590.0
1769018779.1099641,10.411652565002441,1,35.0,33.83,1590.0
