timestamp_abs,elapsed_s,gpu_id,temperature,power,clock_graphics
1769193952.9296198,0.0004954338073730469,0,32.0,33.92,570.0
1769193952.9296198,0.0004954338073730469,1,33.0,69.31,705.0
1769193952.9296198,0.0004954338073730469,2,34.0,65.55,825.0
1769193952.9296198,0.0004954338073730469,3,34.0,68.34,795.0
1769193954.5039105,1.5747861862182617,0,35.0,70.61,840.0
1769193954.5039105,1.5747861862182617,1,35.0,70.9,750.0
1769193954.5039105,1.5747861862182617,2,36.0,67.67,810.0
1769193954.5039105,1.5747861862182617,3,36.0,69.21,795.0
1769193956.0560036,3.1268792152404785,0,36.0,64.14,825.0
1769193956.0560036,3.1268792152404785,1,36.0,69.17,795.0
1769193956.0560036,3.1268792152404785,2,37.0,70.66,840.0
1769193956.0560036,3.1268792152404785,3,37.0,70.71,780.0
1769193957.6156094,4.686485052108765,0,37.0,67.38,825.0
1769193957.6156094,4.686485052108765,1,37.0,68.82,780.0
1769193957.6156094,4.686485052108765,2,38.0,70.57,825.0
1769193957.6156094,4.686485052108765,3,38.0,69.93,795.0
1769193959.1624844,6.233360052108765,0,38.0,70.61,825.0
1769193959.1624844,6.233360052108765,1,38.0,69.36,795.0
1769193959.1624844,6.233360052108765,2,38.0,69.99,825.0
1769193959.1624844,6.233360052108765,3,39.0,70.22,765.0
1769193960.7116144,7.782490015029907,0,39.0,69.45,825.0
1769193960.7116144,7.782490015029907,1,39.0,70.61,795.0
1769193960.7116144,7.782490015029907,2,39.0,70.08,810.0
1769193960.7116144,7.782490015029907,3,39.0,70.3,795.0
1769193962.3018992,9.372774839401245,0,40.0,70.32,840.0
1769193962.3018992,9.372774839401245,1,39.0,69.17,810.0
1769193962.3018992,9.372774839401245,2,40.0,70.18,825.0
1769193962.3018992,9.372774839401245,3,40.0,69.65,795.0
1769193963.8410702,10.911945819854736,0,40.0,70.32,810.0
1769193963.8410702,10.911945819854736,1,40.0,70.2,810.0
1769193963.8410702,10.911945819854736,2,41.0,69.79,675.0
1769193963.8410702,10.911945819854736,3,41.0,69.93,765.0
1769193965.3967526,12.467628240585327,0,41.0,70.71,825.0
1769193965.3967526,12.467628240585327,1,41.0,70.13,795.0
1769193965.3967526,12.467628240585327,2,42.0,69.89,795.0
1769193965.3967526,12.467628240585327,3,41.0,69.93,780.0
1769193966.9480882,14.018963813781738,0,42.0,70.13,660.0
1769193966.9480882,14.018963813781738,1,41.0,69.26,750.0
1769193966.9480882,14.018963813781738,2,42.0,70.81,810.0
1769193966.9480882,14.018963813781738,3,42.0,68.97,525.0
1769193968.503905,15.574780702590942,0,42.0,68.97,780.0
1769193968.503905,15.574780702590942,1,42.0,70.42,780.0
1769193968.503905,15.574780702590942,2,43.0,69.89,810.0
1769193968.503905,15.574780702590942,3,43.0,70.13,780.0
1769193970.0419588,17.112834453582764,0,43.0,70.22,825.0
1769193970.0419588,17.112834453582764,1,43.0,105.25,675.0
1769193970.0419588,17.112834453582764,2,44.0,69.93,615.0
1769193970.0419588,17.112834453582764,3,43.0,68.44,630.0
1769193971.601379,18.67225456237793,0,44.0,69.93,825.0
1769193971.601379,18.67225456237793,1,43.0,69.93,795.0
1769193971.601379,18.67225456237793,2,44.0,70.28,810.0
1769193971.601379,18.67225456237793,3,44.0,69.65,735.0
1769193973.1696382,20.240513801574707,0,44.0,62.83,840.0
1769193973.1696382,20.240513801574707,1,44.0,70.08,795.0
1769193973.1696382,20.240513801574707,2,45.0,69.6,810.0
1769193973.1696382,20.240513801574707,3,44.0,69.89,765.0
1769193974.7201068,21.790982484817505,0,45.0,70.42,840.0
1769193974.7201068,21.790982484817505,1,44.0,68.82,780.0
1769193974.7201068,21.790982484817505,2,45.0,70.0,795.0
1769193974.7201068,21.790982484817505,3,45.0,70.13,765.0
1769193976.2693264,23.34020209312439,0,45.0,69.79,825.0
1769193976.2693264,23.34020209312439,1,45.0,70.03,795.0
1769193976.2693264,23.34020209312439,2,46.0,69.99,795.0
1769193976.2693264,23.34020209312439,3,45.0,69.65,765.0
1769193977.8248928,24.895768404006958,0,46.0,91.13,675.0
1769193977.8248928,24.895768404006958,1,45.0,69.99,780.0
1769193977.8248928,24.895768404006958,2,46.0,69.41,675.0
1769193977.8248928,24.895768404006958,3,46.0,69.84,765.0
1769193979.3808544,26.451730012893677,0,46.0,69.65,825.0
1769193979.3808544,26.451730012893677,1,46.0,70.22,765.0
1769193979.3808544,26.451730012893677,2,47.0,69.7,810.0
1769193979.3808544,26.451730012893677,3,47.0,70.37,780.0
1769193980.924206,27.995081663131714,0,47.0,70.03,825.0
1769193980.924206,27.995081663131714,1,47.0,70.22,780.0
1769193980.924206,27.995081663131714,2,47.0,69.7,810.0
1769193980.924206,27.995081663131714,3,47.0,69.31,780.0
1769193982.4660876,29.53696322441101,0,47.0,69.36,825.0
1769193982.4660876,29.53696322441101,1,47.0,69.74,780.0
1769193982.4660876,29.53696322441101,2,48.0,70.08,810.0
1769193982.4660876,29.53696322441101,3,47.0,69.45,615.0
1769193984.0072615,31.078137159347534,0,48.0,70.22,645.0
