config_id,src,dst,start_time_s,duration_s,bandwidth_mbps,num_reps
0,1,2,0.11822604296875,30.690201772,1785.0239795419222,100
1,3,2,0.390569251953125,51.286228831,213.63530814683932,100
2,1,0,0.4251034880371094,5.821746196,4516.809444229506,100
3,3,1,0.6025374470214844,65.30929079,1644.0874047347772,100
5,2,1,1.2832413701171874,118.466447288,702.8975377101123,100
4,0,3,1.3920090249023438,145.59529817,602.0276403270611,100
6,2,1,1.8239946611328124,33.898581146,1551.4347362649348,100
9,1,0,2.1714988930664063,22.650021463,967.4648006756283,100
7,0,3,2.184587626953125,24.703624131,3636.8632846569762,100
8,2,3,2.4026531040039063,21.204971618,310.01831638480814,100
10,0,2,2.545267989990234,14.031206303000001,4685.2204921215025,100
14,2,1,2.6911832622070313,52.63242674,707.7816796102379,100
11,3,0,2.713165353027344,94.01958140500001,605.9807451660287,100
17,2,1,3.2013602131347656,27.422084837,719.1936250372122,100
18,1,2,3.4887801909179688,73.268308467,1435.5848347089152,100
12,3,0,3.495753061035156,13.349786283,1477.311185506714,100
13,3,0,3.620756321044922,40.653992887,1617.0440006403792,100
15,0,3,4.032433541015625,34.314515267000004,3065.2588760638428,100
19,2,3,4.229971648193359,44.460526642999994,739.2995580985792,100
16,0,3,4.371986531982422,12.317844774,4625.326674050845,100
20,3,0,4.687673458984375,22.77431097,1635.7143559281085,100
21,3,1,4.91961754296875,30.866401676000002,1632.847486695812,100
23,0,2,4.9231074228515626,23.319033351999998,1127.650439152732,100
22,1,3,5.256613029052734,8.966161752,4887.955193338342,100
24,3,0,5.350066531982422,36.151172242,1636.6098837387735,100
26,1,3,5.360946293945313,71.127206864,1047.482925098657,100
25,0,2,5.7120173410644535,32.355815071,2099.48675534634,100
27,0,2,6.038817572998047,13.962561456,4237.429212859466,100
29,3,0,6.06900153100586,67.205198012,945.5814041147981,100
28,0,1,6.1900209958496095,16.756488228,4446.3096136995655,100
31,3,2,6.753328893066406,48.802704851,1257.239242933945,100
30,2,0,6.773082330078125,69.527203151,346.69031986875353,100
32,0,1,6.92489244506836,5.916911558,4444.162793754573,100
33,0,2,6.986595130859375,44.253479881,1683.5858987891286,100
34,2,3,7.4309866540527345,8.688831518,1765.3891628837544,100
35,3,0,7.522763409179688,54.796121474,1639.5996866790942,100
36,0,1,8.076246678955078,8.384422923,4443.032960301924,100
38,0,3,8.163954489990234,11.339841629,2898.5984791833994,100
37,1,3,8.165373694091796,4.105000324,4804.33301909771,100
41,1,2,8.211657854003906,54.812557605,959.4778751065359,100
39,0,3,8.281881842041015,3.3107040029999997,4633.204595185914,100
40,0,2,8.318538734863282,22.102392222,4659.747309953425,100
42,3,0,8.320200487060546,31.633982877999998,484.89528046965273,100
43,1,3,8.710814988037109,14.730767335000001,4908.992400428813,100
44,1,0,8.8604285,16.579009215,4493.90755103697,100
45,1,2,9.028294429931641,17.091322592,4743.837919129249,100
46,0,3,9.029845220947266,2.118788668,2068.455323643443,100
49,3,2,9.055237384033203,105.62116649800001,394.1907524832002,100
48,2,0,9.201661130126952,62.080355047999994,1094.2367379741409,100
47,1,0,9.202550913085938,21.906376770999998,4501.38076372995,100
51,1,0,9.428608406005859,77.365368638,509.83505791280186,100
50,0,3,9.834008218017578,28.243981878,775.8501826921474,100
53,2,3,10.067771319091797,89.518238633,391.6627274553538,100
52,3,0,10.11878974609375,64.923697436,1417.587370015788,100
54,3,1,10.966768066162109,41.305242832999994,1644.6000686800999,100
55,2,1,10.97044111303711,59.499394194,478.77845456908324,100
57,3,0,11.383130683105469,123.448207161,248.51181402731592,100
56,2,0,11.59206635522461,62.135350543,1692.8024318010323,100
58,2,1,12.221500800048828,75.327538863,1076.3455891936062,100
59,0,2,12.65039897290039,41.656182287,1052.0934587343884,100
60,1,2,12.977898254882813,25.67397886,3243.3529120698204,100
61,2,0,13.234576033203124,55.667022947999996,1692.6776089322982,100
62,1,2,13.237591627929687,57.505733218,76.21187409933216,100
63,0,3,13.794050718017578,17.131026074,4221.184684888829,100
64,1,2,13.814094103027344,1.04709205,2092.7576520134976,100
65,2,3,13.824620152099609,54.622205996999995,1323.8796123315058,100
66,2,0,14.37819063305664,20.891083267,1678.2737903966442,100
70,3,0,14.386158018066407,159.89837122,507.06247713084116,100
67,2,1,14.590068459228515,54.753912831,1560.8214916763818,100
68,0,1,14.592813655029296,68.567797672,894.8322358770362,100
69,0,2,15.278359468017578,20.581149941,4684.75441733822,100
73,2,3,15.488726223144532,100.045791369,898.025817684109,100
71,0,1,15.98536226904297,15.371863065,4419.152376829998,100
72,1,0,16.14412232397461,13.663829902,4490.444929427811,100
74,3,1,16.49610652001953,21.457242086999997,714.8714144066693,100
75,2,0,16.498708241210938,65.542942083,1370.7609201647806,100
76,1,0,16.71126418798828,66.627465174,1512.8934071971155,100
77,3,2,16.712674214111328,95.696418183,961.7393759085287,100
78,0,3,17.385693489990235,46.570411383999996,1740.9866434603969,100
84,1,0,17.39233625805664,148.365630189,132.9269358063374,100
79,3,2,17.857012230957032,38.511837895,1763.888947216914,100
80,0,3,17.859436520019532,51.773993261,1185.0867942654595,100
81,2,3,18.243491540039063,34.075546311,1093.225830042658,100
82,3,0,18.585362935058594,16.224629338,1620.7284402123332,100
85,2,0,18.588660095214845,70.25442696100001,998.1138276015892,100
83,3,0,18.74288491894531,8.058415259,1631.5688230779472,100
89,3,2,18.83148266015625,144.196666517,455.90024296608607,100
92,1,3,18.882472580078126,177.681291494,98.66249087114484,100
86,0,2,19.288640958984374,0.479177242,4573.067558162538,100
87,0,2,19.295837211914062,17.859056849,4662.607594793708,100
88,2,0,19.474321056152345,42.62976481,1696.3083240618048,100
91,2,3,20.27715565722656,34.266463844,383.69465725603806,100
90,3,0,20.277248267089846,27.000704015,1623.1501547386597,100
93,0,3,20.556747990966798,63.340528845,1522.210737077088,100
94,2,1,20.62442305200195,44.733817838,1420.5804148023767,100
95,0,1,21.19019534399414,17.269730312,4441.056299918437,100
96,1,3,21.36452846801758,19.727379626,4887.503303932212,100
97,0,3,21.365743259033202,32.024898747,1231.6534553819613,100
99,1,2,21.5650870390625,38.681451269,623.1516013288183,100
98,3,2,21.649991880126954,9.93768248,1764.0409456913944,100
100,3,0,21.750879,14.901085541,1617.6276710631091,100
101,3,0,21.9025665859375,24.346514382000002,1620.0913437186573,100
102,2,3,21.95495780810547,32.181974335,749.0034032431902,100
104,2,3,22.284591182128906,0.005399063,0.01852173238208185,100
103,3,0,22.28492392602539,46.955427261,1633.3755025524313,100
105,0,2,22.757854149902343,8.513529607,4633.046341621773,100
109,3,2,22.763568060058592,95.42401901699999,918.5569283597722,100
106,2,0,22.845052596191405,37.538778062999995,1692.8623886837681,100
107,0,1,23.229499346923827,8.926445229999999,4418.7328980004295,100
108,0,1,23.320571126953126,21.814810899,4419.82438199452,100
113,0,3,23.545097492919922,81.412169378,1022.8172856244017,100
110,2,1,23.730887835205078,48.167714636,1546.7732954121964,100
111,1,2,24.212648862060547,25.599568096,3338.3799124858488,100
114,3,2,24.362257988037108,41.210915498000006,797.5956685940449,100
112,1,2,24.471623709960937,11.900359334000001,5155.86748079955,100
115,2,1,24.78306956713867,50.55176842,1560.522151165528,100
116,3,1,24.786061052001955,111.617908364,903.0831546428708,100
117,1,0,25.912049529052734,21.400711716,4505.347036094807,100
118,0,2,26.13069396899414,3.804283247,4608.089792952264,100
119,1,0,26.130953235107423,15.127657654999998,3331.65434791167,100
120,2,1,26.170180061035158,70.46761723600001,1306.0610974225162,100
122,0,3,26.288013293945312,84.648825658,1190.8050940630333,100
121,2,1,26.873685567138672,22.728690674000003,1542.5858885970597,100
123,3,2,27.139770120117188,7.505521108,1751.7583270781736,100
126,0,1,27.14414247290039,6.908060483,4440.948074426406,100
127,0,1,27.216188336914062,11.974395798,4391.990809990094,100
124,3,2,27.216761762939452,11.175037027,1764.8074500648363,100
125,2,3,27.331442702148436,33.466407661,1767.9030985135648,100
128,0,2,27.337283908935547,38.461370851,626.7173469552316,100
130,1,2,27.33896730810547,110.579627571,416.1481442000108,100
129,3,2,27.67789881201172,55.689986258,1613.2829191907683,100
132,0,3,27.737946802978517,78.44568368499999,754.2207935567183,100
131,1,2,28.463768267089844,9.833909676,3119.6481268148673,100
135,0,1,28.52853198095703,45.169171791000004,2231.616140017084,100
133,1,3,28.562632302001955,18.823440298,4889.383239352838,100
134,2,3,28.564482811035155,34.869335033000006,816.9650488900965,100
136,2,0,28.912232072021485,9.344737327,468.99335386744144,100
137,0,3,29.00351820385742,8.116515537,4589.6871915271495,100
139,2,0,29.00355943701172,23.477374832000002,466.6854526284627,100
138,3,1,29.086683775146483,44.583373993,1327.0724151404402,100
140,0,3,29.24361774902344,61.690067204,1491.893552257833,100
141,1,2,29.536625107910154,22.991576289,2096.8034550577913,100
142,1,3,29.768651850097655,22.814618211000003,2881.454981714486,100
143,3,2,30.001274194091796,1.262170704,1736.1438457218383,100
144,1,0,30.002961356933593,6.303464121,4519.265510704729,100
145,2,1,30.015214534179687,9.248224104999998,710.831563483182,100
146,0,3,30.070234430908204,7.394956628,2666.924174419918,100
147,1,0,30.113454303955077,11.339288214,1545.9946399771438,100
148,3,2,30.145861978027344,55.7871935,1767.5910332359704,100
150,0,3,30.188424787841797,115.899340804,813.001373833077,100
149,3,1,30.70402872607422,39.860592989,1649.2302389515764,100
151,1,3,31.11076278588867,28.975748781,831.8821536651975,100
152,0,3,31.317615537841796,17.343714278,1516.1526405768432,100
153,1,2,31.370708095947265,15.437487711,2696.9988821648108,100
155,3,2,31.500612396972656,27.821897733,1338.9549396486525,100
154,1,0,31.528179876953125,23.954607732,4482.402033098757,100
158,3,0,31.7438329621582,106.670136328,1006.6002172326388,100
156,0,2,31.770273071044922,2.829595493,4646.55076406711,100
157,2,0,31.798494654052735,30.963523782,1698.496484775836,100
