config_id,src,dst,size,elapsed_s,effective_bandwidth_gbps,num_repetitions,total_duration_s
28,0,1,745045347,6.1900209958496095,4446.309613699566,100,0.016756488227999997
32,0,1,262957182,6.92489244506836,4444.162793754573,100,0.005916911558
36,0,1,372522674,8.076246678955078,4443.032960301924,100,0.008384422923
68,0,1,613566757,14.592813655029296,894.8322358770363,100,0.068567797672
71,0,1,679306052,15.98536226904297,4419.152376829998,100,0.015371863065
95,0,1,766958446,21.19019534399414,4441.056299918438,100,0.017269730312
107,0,1,394435772,23.229499346923827,4418.732898000429,100,0.00892644523
108,0,1,964176331,23.320571126953126,4419.82438199452,100,0.021814810899
126,0,1,306783379,27.14414247290039,4440.9480744264065,100,0.006908060483
127,0,1,525914363,27.216188336914062,4391.990809990094,100,0.011974395798
135,0,1,1008002528,28.52853198095703,2231.6161400170845,100,0.045169171791
159,0,1,175304788,32.776080297851564,4442.781059932664,100,0.003945834504
170,0,1,153391690,35.77713489892578,4439.546548281761,100,0.00345512066
173,0,1,131478591,36.11153086303711,4467.0839699418075,100,0.002943275566
182,0,1,657392953,37.20739349902344,1151.9526655611744,100,0.057067705354
185,0,1,65739296,38.44723688891602,443.65137352639795,100,0.014817782593
227,0,1,87652394,47.556645921875,4436.16845204968,100,0.001975858107
229,0,1,810784642,47.595754462890625,4445.770254151602,100,0.018237214153
232,0,1,350609575,48.071551544921874,4424.0200760404405,100,0.007925135261000001
240,0,1,241044083,49.77022100805664,1256.2330496901277,100,0.019187847594
255,0,1,569740560,54.208601638916015,4423.022955689382,100,0.01288124809
290,0,1,591653658,61.73110080493164,291.34815508641015,100,0.20307444810300002
293,0,1,920350135,63.99737790307617,4447.492461515639,100,0.020693686228
316,0,1,832697741,67.23709899804687,2273.6756832966093,100,0.036623417628000005
318,0,1,197217886,67.59857969799805,3404.836965104557,100,0.00579228574
331,0,1,284870280,69.71228534497071,460.2026130174033,100,0.061901056609
355,0,1,482088166,75.51454849291993,4430.801318451054,100,0.010880383284
377,0,1,416348871,79.89067469702148,1417.0391891617896,100,0.029381605970000002
378,0,1,21913099,80.16335925585938,4476.732079204357,100,0.00048948873
380,0,1,898437036,80.17180377197266,2674.2095384881304,100,0.033596358964
403,0,1,701219150,85.18944941601562,1700.0650492099494,100,0.041246607023999994
405,0,1,109565493,85.6030582800293,279.03489371643093,100,0.039265875153
418,0,1,1,88.66742239086913,0.13662994053864985,100,7.31904e-07
433,0,1,942263233,91.48960964501953,4414.732267727487,100,0.021343609892
467,0,1,219130985,98.21477774389649,4438.5830919976115,100,0.004936958044
474,0,1,986089430,99.57297824194336,3401.779001217334,100,0.02898746302
476,0,1,547827461,99.84973399291992,1728.3584568815625,100,0.031696402955
482,0,1,1073741824,100.65152829785156,4434.405052269176,100,0.024213886899
