factor,pearson_r,pearson_p,spearman_r,spearman_p
src_temp,-0.06576991458608977,0.1075265723373955,-0.04366004006603942,0.28564357327280754
dst_temp,-0.004852276237780761,0.905585251510679,0.030045838360603375,0.46258262380461596
src_power,-0.09739440684634339,0.017015774921139506,-0.11960615921846972,0.003344404375208166
dst_power,-0.0013416384657899524,0.9738382405830082,0.07660294696494796,0.060761842898883915
src_clock_graphics,,,,
dst_clock_graphics,,,,
